content,label
this bitch on stan twitter literally stealing money from yall,0
"@ShilpiSinghINC Jungle mein Mor nacha kisi ne dekha ho ya na dekha ho

lekin

Delhi mein Whore roz naachti hai Twitter pe wo roz dekhte hain

@gyanidhyani @Rudraonfire @PramodWadekar12 @BoduBD4452 @Amarpal9033 @aaloowala420 @rashtrawadi87 @chuphojapagle @Anju8888 @Bharat221551 @ImNeerajJayash",0
@damocrat That along with being a dirty traitorous SOB who shouldn't be allowed anywhere near the Houses of Parliament 💩💩💩💩💩,0
@EmmaHancock89 You had a camel toe whole session just didn’t want to tell you x,1
"""I am a Gangster"" 
-4 min später-
""What is bitch""",0
@Glowriah9 @alexlobaloba Before nko😏 is he not a dirty boy? How can he wipe off ketchup wit his chips and still eat it? Anyway baby @alexlobaloba  don’t mind her am not like dat💁🏻‍♀️ we will spill it all over our body and be eating from dia in a playful manner😂😂,1
@scramboleggs my dad did the same to me but not to my little brothers so they go around the house saying stuff like shit fuck bitch and i'm just shook -_______________-,1
"you say you only want me , but yu in every other bitch face . how dat work ?",0
"The Beverly Beach stuff is butt ugly. There, I said it. #rhobh",0
Goodnight say it back 🔫😠🔪 https://t.co/VwgpQqqzps,0
@BoncoriIlaria @ph_dyke was mentioning some stuff in a conversation we had I think?,0
“ you so mean “ bitch idgaf!,0
Bad lil bitch set the play up!!!,0
Van Dyke Parks -America https://t.co/QMdmypT6yo,0
When someone literally can’t get a life. Listen bitch no one gives two fucks what you think. The only thing your good at is running your mouth. Lmao stop with the insecurity. You a lame bitch and will forever be a lame bitch!!? Puta como tú madre lol,0
England versus USA next... time to go revolutionary war in this bitch,0
MOTHERFUCKING PERIOD BITCH!!! EXCLAMATION POINT BITCH!!!! https://t.co/4amLpjg4IA,0
@SomerCecil @ReeseW Greatest camel toe of all time,1
No even a camel toe.. the camel whole foot. 😂,1
"I'm horny!! dm me to buy vids or pics 😘😘 

#tits #daddy #sugarbaby #sugardaddy #nudes #cumslut #slut #cumtributeme #whore #cumprincess #feet #toes #soles #paypig #losers #findom #payme #sex #sexy #pig #nudesforsale #isellnudes #pornvideo #porn",1
@gritfish @UnburntWitch The Father of Rhythm Styx and Thrace Metal,0
"@Darkblue1965 @NicolaSturgeon So, let me get this clear. As I am a Celtic supporter then it follows in your deranged head that I should be a “progressive socialist” and a NAT IndyMince supporting nutjob, just like you? Really? No, my friend, I am able to form my own views - and they are certainly not yours.",0
"@rattlecans @StuckSimply @DrMoragKerr @WingsScotland @NicolaSturgeon This. I know I'm being stupid, but when I had to admit I didn't have anyone, I felt shame.",0
@AllisonMorris1 @irish_news Is it possible that Boris is a victim of domestic abuse?  He looks like he's been roughed up.a little?,0
"@jangoodell @JessicaValenti Condolences to you and your family, Janet. 💕",0
@JessicaValenti @JessicaValenti it might come as no surprise that this happened in NJ-4 aka the only NJ congressional district to remain red in the 2020 elections,0
@andy_murray @NicolaSturgeon @serenawilliams Yae! https://t.co/C4ne4SJhsn,0
"@carmic3 @NicolaSturgeon @JeaneF1MSP Sturgeon started the rot in the NHS when that was her remit and has since oversaw the almost total demise of it, go now",0
@Steve_Mac112 @NicolaSturgeon Blocked.,0
"@JessicaValenti @AllisonRFloyd Wtf is going on? Kid tells someone he committed rape and this judge says""no, you didn't, you're a good kid."" Seriously, WTF?",0
@LexiClareNZ @EverydaySexism Strongest Gif game 😂,0
"@KTMSays @wetwipes1 @RichTD5 @stephenfry @EverydaySexism And you know why it’s worse? Because when amber Heard made up false allegations against Johnny depp and became the darling of the metoo movement on lies, she spat in the face of every true victim.",1
@UnburntWitch Holmes &amp; Watson 2018,0
Work ethic “the extravagant laziness of doing nothing at all to the fullest possible extent.” You’ve made the grade @NicolaSturgeon 😉 https://t.co/xa9epLl6iX,0
"@VoicetoGame @UnburntWitch And really, cut it out with the bullshit tactic of slandering anyone who you disagree with as a fascist. It's reminiscent of a 12 year old's psychological defense mechanism and it's punitive. And the same can be said for every right winger screaming 'commie.'",0
@StevenMcLucas @colz261 @wordamentalist @NicolaSturgeon @mickbrick54 Blocked. Another rocket,0
@venus_strikes @JessicaValenti judge Troiano will learn what RAPE is when he is in prison....!!!!!!!,0
@jangoodell @JessicaValenti I’m so sorry.,0
@MhairiHunter Remind us How and When all the Divisive Politics started in Scotland ?.🙄🤔.So sad our Scotland is so Divided. @SNP @PeterMurrell @NicolaSturgeon,0
@GemaSewAndSew Was it a genuinely homophobic tweet? Or just the kind of tweet that @kezdugdale thinks is homophobic?,0
@McPetey94 @NicolaSturgeon You don't agree women and transwomen should be protected from violent men?  Charming...,0
@JessicaValenti In the men’s room with the judge joking to the guy in the stall next to him about rape.,0
@ellstewart1 @NicolaSturgeon @JeaneF1MSP Its called responsibility.,0
@sjames626 @eigenbom @UnburntWitch you’re just gonna say that and not give us the link?,0
@aspann91 @GrahamAllen_1 @B1_4Change @AOC Hate crimes are up 56% thanks to liberals who can't accept they LOST! If not for liberals we would be living in a peaceful world. These are the days of the #LiberalMeltdown #LiberalismIsAMentalDisorder,0
"@JessicaValenti A rapist Eagle Scout?! Nah, take that achievement away and put him in jail.",0
"@SomethingWordy @EverydaySexism @wordspinster Really good read. Thank you for *flaunting* your finely honed thoughts, Becky",0
@JessicaValenti Why is the survivor not considered by this judge? Why is it all about the rapist ?,0
"@JessicaValenti 😡😡😡😡😡

If men ever want to know why women are so fkucking pissed off at the world ... This. 

This kind of thing has been going on for too many years. Too many women have been treated like their lives don’t matter. It’s disgusting. It’s exhausting.",0
@a_wood20 @AllisonMorris1 If Boris calls a GE he'lll lose and we'll end up with a Labour/LibDem pact. They'll call a border poll in a couple of years = same outcome for unionism.,0
"Thanks to @kezdugdale for being our guest @bbcpodlitical yesterday. We’re going to be doing more interview specials over summer. Who do you want to hear from? Send us your ideas...

https://t.co/M7Xqb4hkIN",0
@GrahamSpiers in conversation with @NicolaSturgeon @RuthDavidsonMSP @johnmcdonnellMP @JaneyGodley @mstewart_23 Archie Macpherson @Beathhigh @patrickharvie Tom Devine @rickyaross @kezdugdale #MakeYourFringe #edfringe2019 @New_TownTheatre https://t.co/QglADhwtMl https://t.co/MukB9X13H5,0
@Gille_Ruadh @SNPChris @JoanMcAlpine @mlindsay122015 @janetpontin @serialsockthief @Scottish_Women @theSNP @MhairiBlack @NicolaSturgeon @S_A_Somerville @joannaccherry anti trade union ?,0
@mikewhiteatcj @JessicaValenti @mikeduncan it means rich and or with good connections with other (possibly rich) people,0
@HalfwayToHobo @JessicaValenti Oh geez that would be the most horrible fate,0
@Liafuckrbhisss @JessicaValenti @denizoce Did you eventually get any justice?,0
@jimELC1140 @MareeToddMSP @JohnSwinney @NicolaSturgeon I dread the next recruitment add to come up from our LA.  Care Inspectorate already telling us the changes impact on our children but we can’t afford to compete due to the dismissal funding rates.,0
@JohnBro13002328 @dontwantexcuses @2351onthelist @Janela_X @MalcolmChishol1 @NicolaSturgeon @theSNP How can a government with no fiscal autonomy and no borrowing power run up a deficit?,0
@NicolaSturgeon https://t.co/fRt0SBPTy0,0
@AllisonMorris1 They’ll do anything. What a bunch of hypocrites.,0
@icecoldbulmers @AllisonMorris1 @johnfinucane Ps the disgruntled unionist excuse was a belter 😂😂😂,0
"@joshjame @AOC @IlhanMN @AyannaPressley @RashidaTlaib I want to applaud this @SpeakerPelosi ... i truly do, but when the entire platform is that far left its difficult.  Give us a moderate option, please.
Its good that you ignore the mob, but it has little meaning when the platform is theirs, not yours.",0
@IncorrectEn @ValDobson @NicolaSturgeon @MhairiBlack Transwomen are just women like any other. 🤣😂🤣,1
@GavGordonToGo @lllllinda @anniemac63 @NicolaSturgeon @Wimbledon I never said that I said charges weren’t brought against him for some reason,0
@mackay_87 @azraelSovereign @johnmichealfol1 @NicolaSturgeon What?,0
@venus_strikes @JessicaValenti Thank you,0
You're the average of the 5 people you spend the most time with. So bitch let me see ya friends😏,0
THIS BITCH SAID THE CHILD IS MISSING A CHURCH FAN 😭 please I’m no more good 🤣🤣🤣🤣🤣🤣 https://t.co/DANgCMosJ5,0
@teotoriatt_e @fairlyned @1975jessx hi hello I am a fellow dyke that would also join in on the beating :),1
"@TakedownMRAs @benpobjie Also describing him as a ""shooter"", in light of suggestions he was mentally unwell and was trying to be killed, rather than killing, is also indicative of your flippancy towards the 6 men and boys who kill themselves in this country every day. No-one should care, should they?",0
@The_UnSilent_ Male Camel Toe 😖😖,1
@MichealStone88 No having a nightmare at all proven the fact your a dirty wrong yin,0
@blackhairedtiny fucking whore,1
"He quickly unlocks it. He knows he very certainly could and would be killed for this, but it would save Charlie. A man who still had a chance.

""Now go! But...if I don't come out, tell everyone, and I mean everyone, that I am sorry. And I am especially sorry to you, Charlie. ---",0
@chu_stephanie_ @FrankyJ_DST HAHAHAHAHAHAHA FUCKING BITCH,1
"@michellemalkin 

Oregon Antifa attack on NGO
IS SOROS, his Brown Shirts,
AND A DIRTY,
Complicit,
GOVERNOR.
AND MAYOR.

@larryelder 
@DennisPrager 
@realDonaldTrump 
@DonaldJTrumpJr",0
Man. The US need to offer asylum to folks who live in countries where they can drive to work and be killed by a tiger. https://t.co/3o0mmowciI,0
@PeakedinS @SkyNewsAust @SenatorMcGrath Why? Is there a coal mine there?  No one asked for butt ugly noisy WINDFARMS in people’s backyards either but the left are happy to have great swathes of the countryside and primo farmland littered with them that can be seen for kilometres 👎,0
"Hobbes noted the BASIS for human equality: no human being, no matter how virtuous, gifted, talented, rich, or anything else, cannot be killed by another human being, who is armed. 

We can all be violently killed. THEREFORE we are all fundamentally EQUAL.",0
@DBTillman Skank,1
@DemaDepo @nick0time @missmindylouwho @CallMeNikkiMc @EmilyGorcenski Yes and anyone who has ideas that don’t agree with ours should be killed!,0
"Brooklyn Lindsey is the 11th black trans woman to be killed in the US this year.
https://t.co/TwLW0K3eeX",0
"These democrats didn't speak of the newborn babies that will be killed at birth, did they!!!!!!!!!",0
Last year I cuffed that bitch well now it’s over @ChiefKeef,1
"@DUALIPA @AmnestyUK You are just a dirty mercenary and a political prostitute, do not infringe your borders, Saudi Arabia is a red line, and we will pursue you legally everywhere
https://t.co/ZJYhmr8A9w",0
"@jimmycarr Have you got the camel toe, too?",1
ill throw rocks at your window you dumb whore,1
@BumbleRuby It seems you want to be killed by your man😂😂 make u no try that thing ooo😉,1
@jazzhustle You don’t even meet the ugly dyke requirement😂,1
A BITCH MADE IT TO 9 MONTHS TODAY🎉 PUSH THROUGH DY-MONEY💕😂🥰,0
We should be running this bitch https://t.co/NSKfACMaBx,0
"🎶1, 2, 3, ,4,🎶
🎶Tell me I'm a fucking whore🎶",1
"@drayzze @freefanaddict Is that... it can't be... is it... omg it is!
It's a male camel toe! 😖",0
@sarcophagus1919 fucking whore,1
@HillaryClinton @ClintonFdn The #Clintonfoundation is a dirty money laundering scheme! And you are #CrookedHillary,0
Goodnight snail bitch - a — goodnight worm penis- kay https://t.co/cVAh7CTkMi,0
@broughy10 @piersmorgan He should be killed,0
"Bico fala que menor folgado
Perguntou do relógio importado
Da loira do lado
O skank exalado
E o nike de mil malandreado (88",0
"me on instagram: yeah his music is kinda depressing, i hope he's okay :(

me on twitter: that EMO ASS fucking BITCH i LOVE HIM depressing music is MY SHIT FUCK YES",0
@joemorrison22 @Joseph_Dyke @Lmason98 @AmelieLens 🤣🤣🤣🤣,0
"@Earnrrr @JakeDash_ @XRxzor @NotCrazed Neither do i kid, your a dirty tim dont get in my mentions 😂",0
@drayzze omfg!! and I did not know a man could have a camel toe  but it's there ladies  hahaha https://t.co/CO5MXCiT2Y,0
@brucebahenol WHAT THE FUCK BITCH?!,1
"@BecketAdams No, it shows-as a lawyer and a politician-that he recognizes bull shit when he hears/sees it. 25 years ago, in a HIGH-END department store, 6’3 Trump tried to hit on a butt ugly feminist in a horrid Pantsuit???",1
@LEDHEAD999 @_ThomasJames @duncantrussell Hey @bendoverstudios the friggin jig is up like #brucewillis dancing The jig in the last boy scout. And no I don't f*** fat chicks but I kissed one that was overweight and danced with one or two but never again an ugly Dyke which is worse,1
@surrealseokjin WJAT THE LAST ONE??? WE DIDNT HAVE TAEJIN IS TAE GOING TO BE KILLED,0
@KoltenAdermann You are not giving me strikes you fucking whore,1
i’ve been rocking the camel toe all day https://t.co/nlzETwhumK,1
@DonaldJTrumpJr @TrumpStore You want to work on sorting the butt ugly face off yours want to try dropping a dumbbell on it.,0
"They Tell women to Practice ""whoredom/whore dumb ""

But in real life....They are always talking about their Boyfriends",0
@BretWeinstein @MrAndyNgo It's like saying Heather Heyer deserved to be killed because she showed up to agitate / expose the white supremacists at their rally. 🤦,0
@tedlieu @overallthiscrap Are we supposed to single him out because hes dressed like a dirty sand monster?,0
"""They sent me a dyke, I fucked her so good I got her back right."" Idk why Gunna let Thug say that shit in his song 😂😂😂 https://t.co/gqm86VqpfH",1
"Why stop at flags why not bring motions to councils to reverse &amp; stop all publicly funded MP's, MLA's &amp; councillors offices named after terrorists. How intimidating is it going to an elected reps office named after a terrorist. @AllisonMorris1",0
"@UnburntWitch oh no donut, you need to frame when you shrimp, crunchwrap has already got a mean crossface going",1
"@waltersboy_ @indy_swim @NicolaSturgeon Yep keep laughing 😂😂
https://t.co/0KkKeWAo3f",0
"@AOC supports violence against children; will not disavow doxing and death threats against #MiniAOC and family. #NoFreeSpeech for critics 
#Bruja",0
"@Sheilam19534814 @GoodIain0712 @IanMurrayMP @NicolaSturgeon Beginning to look a wee bit gammony there, Ian. 😂😂😂",0
@Con_Shaunnery @theSNP @NicolaSturgeon @Call_It_Out_ I remember  when I was in the Labour Party I bring up the issue of the OO parades and was told by a senior MP at that time to wind my neck in and don t stir the pot  because they were more  members  of the OO in the west of Scotland  than the Labour  Party,0
"@Sazarah_76 @SofonisbaAngui7 @s_bruce_alba @Kelzedar @NicolaSturgeon But you haven’t though.  Because if transwomen were women, they wouldn’t have to transition to women.  They would just be women.  So you’re kind of shooting yourself in the foot here love. Transwomen are transwomen. Own it.  It’s fab.  Be who you are.  A proud transwoman",0
@Play4Blood @post_radicle @ryanjj245 @UnburntWitch @MostWanted650 The proud boys are literally required to beat people up to rise in rank. https://t.co/iTQn58clW1,0
@UnburntWitch I swore you were wearing a powerglove in that last picture,0
"@UnburntWitch I have no idea what sort of dog training experience you have, but Donut has turned out so perfect I have to imagine you have a lot",0
@Bigbuffpuff @JessicaValenti Amen sister,0
@EatTheRichH8ers @Iddybud @DumbTweetsDumb1 @karmapr @TigheLikeTie @jmrbux2 @karenheff @RandilynIsIn @SteveKingIA @AOC Loving this selfie though brother.,0
"@JessicaValenti @AndyRichter THAT judge is wrong. Coincidentally, Andy is a celebrity and not a male judge; otherwise, he'd be an asshole and we'd have to lump him in with all other males, per your reference.

(Of course you realize that's how generalizations and mischaracterizations work.)",0
@JessicaValenti “A 50 page printout of THAT DAY’S detainees”!! Do you see the problem? No one can manage this size of an .... what is an appropriate word? The borders are simply overwhelmed.,0
@pdDaly @Robrichmond1 @KatrinaGilles20 @fran_and5 @NicolaSturgeon You look like a bit of a weak bladder type indeed. 🤦‍♂️,1
@DrDihal @stjohnambulance @EverydaySexism @CCriadoPerez :/ Do they also show for children? I went to a course at my child's nursery and they showed us it was completely different for babies and for children. Don't remember whether there were baby and child dummies though.,0
@UnburntWitch Yo-yoers never get the cool stories,0
@scotlandinunion @pamela_nash @NicolaSturgeon They need to monitor it for voter fraud because they won't want to lose again.,0
@dsamowen @UnburntWitch I think the mistake people make when reccing Kaiji to fans of Kakegurui is not realizing they are for very different audiences serving very different needs. Kakegurui is for horny lesbians and masochistic men. While people can watch Kaiji for gambling and funny noses.,0
"@JessicaValenti For those not reading the article: this decision was not a ""not guilty"" verdict, but a decision not to try the 16 y.o. as an adult. Which... I'm kind of always against, but the judge's reasoning here is still disgusting.

This decision was reversed on appeal anyway.",0
@racbiggar @NicolaSturgeon Women and Children are getting shafted is what’s going on.,0
@BBCandrewkerr @NicolaSturgeon Was any of this challenged at the time?,0
@RoyalFamily @TheDukeOfYork Why is @NicolaSturgeon there if she wants independence.,0
@NYorNothing @JessicaValenti White boy against a minority? White judge? Same happens in the UK.,0
@LawryONeill @SoulSoulrunner @peelglenbhoy @theSNP @NicolaSturgeon 😊😁 #DissolveTheUnion .,0
@KTMSays @RichTD5 @stephenfry @EverydaySexism In the USA as well.,0
"@Ofthelot @rattlecans @yona1959 @Scf65Forbes @littelray2 @Peggy_Sue60 @transscribe @RoddickMichael @NicolaSturgeon @MhairiBlack @scotgov Midwives can identify at risk children before they are born. Anecdotally, there seems to be an issue with the workload and number of social workers willing to interfere/help early on.",0
"In our final film @travisalabanza examines blackness &amp; gender non-conformity, and discusses the importance of oppressed people archiving their own communities with @EdsonBurton and @sharifawjames, 
co-founders of @Kiki_Bristol  https://t.co/QGhtO9J0nl",0
"@AllisonMorris1 @irish_news Horrific reading and what a deeply heartbreaking affect this had on one family, at a loss for words after reading that.
Then look at the anonymous replies and realise that this and other cases like this give a tip to the spear of peoples hate. We need a way to close the legacy.",0
"@UnburntWitch What do you actually ""make or do?""",1
@manndalynn @JessicaValenti Do you think all minors should be tried as adults?,0
"@DKuzNY @Medium @sadydoyle @JessicaValenti @rgay Oh I don't think they are the same either. I do think their staff skews SJW though, as most online platforms (and brands for that matter) these days seem to do. Thank you for the convo, btw.",0
@NicolaSturgeon The Scottish people did consider and decide in 2014. You are just acting like a spoilt brat by not accepting it because it didn't go your way.,1
@nadia87492378 @stericasantos @JessicaValenti I don’t think anyone needed to buy this asshole. He seems highly incapable of making a rational decision.,0
@KateAronoff @means_tv Punching him now could save his life. If fascism progresses to war he may be killed.,0
"NO! No I don't want to see Selena Gomez' camel toe! Where is it? 

You know...., so I don't go there.",0
"Fuck Bitch's

Get Monnie",1
@COLRICHARDKEMP @HonestCitizen62 he's an arsehole he supported our lads to be killed or have i got it wrong?,0
@ShefVaidya @KoshurRohit 2. Next morning posters were put on walls warning every Hindu to leave by certain date or else they will be killed. Even one Kashmiri Pandit hit list was circulated. Police stations were defunct and Kashmir police had revolted against the state and were disarmed.,0
i hate when my sister picks me up from work this bitch annoying asf 💯,1
"Boo, you broccoli-smelling whore",1
"If I was crazy, why this bitch respond? So there's Russians down the street from my home.",0
@bluejinsol np ❤️ but this bitch on the other hand.........she can choke https://t.co/s4AYu4B1gx,1
@gugukJEON MY BITCH THANK YOU SEE YOU LATER TODAY 💕,0
@boomalottashit you a lame bitch,1
@thehill @Framechick2 Gaetz is an underhanded skank,1
@Gonz2k Shut up Gonz. Fucking whore https://t.co/vfUtQz5DZp,1
@BDimyon @DexyStarz @cashewsandeggs Trying to control my anger that someone would even dare come to a dyke march with that nonsense. Serenity now wooosahhhh https://t.co/zO5EzKtG0I,0
This bitch been pregnant for 2 years at least. Wtf,1
"Smelly sat on a flute
 Daddy had a great fall
 All of Robot's whore's and all of Goober's duck
 Could'nt put Hairy together again.",1
@GaryS9898 @1DLowther @ParhamGhobadi Of what? What has the Trump family got that I'm jealous of? Multiple lawsuits? Investigations out of the ass? Numerous attempts for opponents to be killed? Bigotry?,0
@FOXSoccer @mPinoe @USWNT Ironic that a dyke scored a goal by putting a ball between other females legs.,1
@o_glyndwr1404 @Baddiel You actually believe that bollocks,0
"@cbouzy ""If this bitch doesn't get away from me...""",0
"@AJEnglish For any/all abuse, WE CANNOT WAIT. Whether it is rape of child, wife battery, sexual assault of students/staff or abuse of widow to defraud, victims can be killed by those who wish to silence the truth! Any time the conspiracy of silence is challenged, risk of death is present...",0
"@rhpdxsatx @vOidwards @shaun_jen Its so great that you want to be killed in a shootout, your family will look back fondly at your sacrifice &amp; your comrades will treat you as hero as you bleed out on the pavement. 

I want you to be safe my child, don’t be brainwashed into violence. There is love to live for.",0
@Go__Pete__Go Why would you not like a damn who administration is attempting to decriminalize being homosexual or trans in places where you would be killed for being gay etc as I see you have a rainbow flag in your name,0
Not sure how the women can fall in love on #DoubleShotOfLove when one of the guys looks like a human camel toe.,0
A bitch made it to Philly in one piece,0
"@KingMe142 @RitaPanahi That’s true,because if you go against your own race in prison , you’ll be killed",0
"@j_wylie @AllisonMorris1 @Ciara87C Leave the main tourist streets and walk the back streets, you will find nice quiet squares with a small cafe or bar and see the real Venice",0
@travisalabanza mood,0
@PGUK @MrDuncanJames @travisalabanza Humans of late capitalism.,0
@NicolaSturgeon Unfortunately this maybe the beginning of the abolition of Holyrood.,0
"@KTMSays @stephenfry @EverydaySexism Legally and morally, it is the only take.",0
"@NicolaSturgeon Will you please stop biting every time the Tories try and do something stupid. Just ignore them, we will be free from Tory rule soon enough.",0
@Jacobite1745G @thezambologist @stumc33 @HumzaYousaf @policescotland @glasgowcathcart @NicolaSturgeon Well I think if you can’t see it you need to go to specsavers,0
"@JessicaValenti No, it’s white privilege youths thatwill get away with this shit. A minority kid does this and he is fucked for life, no if’s ands or buts.",0
@dhothersall @kezdugdale One of the best.,0
@UnburntWitch Bring someone on for competitive way of the warrior.,0
"@InvisibleChoice @liz6153 @SofonisbaAngui7 @patrickharvie @agcolehamilton @kezdugdale @ChristinaSNP @NicolaSturgeon It's not anti-lesbian behaviour, it's anti-transphobic behaviour. Pride's welcoming to lesbians and trans people, that's the point of it. If the small number of transphobic lesbians at Pride stop being transphobic, they won't be on the receiving end of anti-transphobic behaviour.",0
"@JessicaValenti As long as he's a white boy from a ""good family."" And this judge is next level by chastising the girl and her family for bringing charges that can ruin his life. I CANNOT BELIEVE THIS IS REAL.",0
@bellaforalba @kezdugdale @LeeMartin113 @ScotParl @LGBTIScotland Respect to you.,0
@Cybernat2015 @Dominique_ITV @itvnews @NicolaSturgeon @theresa_may So the law was the issue? I’ve just read about it. The epidemic resulted in an attempt to legalise the taking of class A’s in this room. The knock on effect of this is huge. Way beyond just Scotland. It’s an attempt to stop HIV spreading. Is this room your argument?,0
"@adrian1farrell @bbcquestiontime @NicolaSturgeon @BorisJohnson You're the one that used words as a symbol for something you don't like and then expected other people to understand it. If I said ""I don't like eating that gross garbage"" it wouldn't really help you understand anything. Although it's interesting you think the EU is worse. lol.",0
"@Liafuckrbhisss @JessicaValenti @denizoce No, that is how America got screwed up in the first place. The issue with rape isn't that the punishment isn't hard enough. That is NEVER the case. The problem is so many go unpunished. I think America needs both a more humane prison system AND the privileged have to be sentenced",0
@aimeeallison @JoeBiden @AOC I don’t believe that is what he’s saying.,0
"Tank in the streets, skank in the sheets",1
"@Lunauzumaki4 @dumbthiccyoongi @gcftay Alright. Do you think Christians and Jews should be killed for what the bible says? It supports rape, murder, slavery, and beating women.",0
"@SaleemKhanSafi They were ppl who were fighting a war, what is the qualifications of zardari &amp; we don’t want to hear or see him,by the way he will be out soon because either the ppl will die or be killed or record will disappear or burned than all you so called sahafis can have a ball",0
"@oudekaas3 @Mattbrais OK Sir, Craig Lying motherfucking Wright is a wrong and an arrogant twat who was involved in bitcoin as the tea lady. When Kleiman died he fancied his chances. If he's proved not satoshi he is lol WTF Sort your head out you clown he's a faggot bitch lying scumbag. Its that simple",0
@dbongino Kapernick is a dirty word. Whatever that guy touches turns to garbage.,0
"@ElHoncho_ I'm getting this bitch yanked asap. Btw, dont get 3 shots in your ass after you haven't eaten all day. I was dry heaving for hours after that ER visit.",0
"@jamesbuckley @PVBrett @RAICESTEXAS @PPFA What I meant is, it is a life form, that doesn't deserve to be killed.

My position is more scientific than yours. 

If NASA finds a living cell on a planet with a potential to turn into a living organism, they will call it LIFE. 

But a cell structure with a heart is not life?",0
Y’all ever stare in the mirror too long and start thinking like “damn im really a human being.” Like damn im really up in this bitch.,1
@Michael2Wallace i didn’t know kyrie irving was a bitch made diva,1
"and yet people wonder why we use dyke, wlw, queer, or even just gay to identify ourselves. it's bc lesbian has been turned into a dirty word.",0
"I have never been as scared as I was today. I was taken to an unknown location, handcuffed, and threatened to be killed.",0
"@PatDeeringTD your a cunt supporting culling of greyhounds, get a conscience or your as bad as the thugs in that film",0
@BillSimmons @mPinoe That’s fucking disgusting and this creature should never be an inspiration to anyone literally the opposite of what a woman human should be in this life. Prideful strong dyke no. No decency or humbleness . The opposite of the image of god left for a woman. This is sick,0
You a bitch made if you ever hit a female,0
@rainbowsdipshit you fucking bitch,1
@Svannah_solis Ooo fuck bitch I’m sorry 😢😢😢,0
"bf: sends me pics of the Sim he made of me with cute captions 
me: why’d you make me butt ugly",0
My name must taste realllll fucking good to this bitch cause it’s always in her fucking mouth😂 I’m finding out shit about myself I had no idea even happened😂😂🤦🏻‍♀️,0
@ChrisMe00596062 @EverDilettante @walker_issiah @LukeDoty9 @Tyler_Van_Dyke We play actual competition. Yall think your new assistant that got promoted to coach is gonna change yalls world lmfao Wont win my fucking ass. Weak ass lol Your boy out there sucking it up. 🤣🤣🤣. Van dyk gonna win shit lol,0
@CarlosD22428844 @Maureen6Johnson @NicolaSturgeon Scumbag !!!! 🤬🤬🤬,0
@Ichiro_Ordo957 @ARl1998 @literaturedevil @UnburntWitch He was beating someone with a club moments before the video started,0
@JessicaValenti White boys,0
@emrazz @JessicaValenti @MoiraDonegan 🙋‍♀️🏻,0
@according2taffy @JessicaValenti Wtf 😒,0
@TombaHat @MichiruMichiMi @UnburntWitch @ryanjj245 Your allegation is so fucking absurd it doesn’t merit a response beyond this.  Go bad faith argue somewhere else.,0
@HighlanderMSP @WingsScotland @theSNP @NicolaSturgeon What nonsense! The way has not been lost - it is you allowing yourself to be distracted.,0
@Tyler_Van_Dyke @Coach_MannyDiaz @CoachDanEnos @CoachJesseStone @D_VanDyke8 @BrianDohn247 @RivalsFriedman Let’s make Miami great again #TNM,0
@thrillinit Bitch you are goals af,0
"i surely do and i still want this bitch handled. i don’t know wtf is in her mouth, don’t know how many othe containers she’s contaminated, that shit is worse than the petty crimes i commit. i don’t put anyone’s life in danger. https://t.co/n5fvBUTBh6",1
"@NIkhilUkey6 @farumar143 @trashhyo @shivanivisen How will you be killed?
Who told you so?
Prove it that there is such law or accept you are just ignorant",0
@GadiNBC Build the wall and these tragedies will stop. Why democrats keep encouraging babies to be killed? Democrats hates babies.,0
"@KamalaHarris You just failed,why wait till 100 days that has the possibility of failing,what happened to those citizens that may be killed in the 100days plus?
Let Congress do the amendment while you go ahead and apply some executive powers where necessary pending the legislative actions.",0
//*Squints at @KuyashiiKanyo's bio* This bitch know they facts. 💖,0
@realDonaldTrump This man ordered babies to be killed by dogs.,0
I hope they lose in the name of patriotism of course this bitch / bastard should be let go. Disgraceful https://t.co/yEyS3VZMEI,0
@RandPaul you are a whiny-ass little bitch!  Time to vote your ass out!  Anti-Trump asshole!,0
I see that skank @/ketastr0phy is jumping on your back about the self harm posts. Funny cos she's literally guilt… — Okay I have idea who that person you @‘d is so I can’t comment on any of this 🤷🏾‍♀️ https://t.co/HGkVEqgroi,1
"...But now, I understand.
The feeling of having so much guilt, you just want to die.
The feeling of wanting to be killed.",0
Comments @NicolaSturgeon  please! https://t.co/Vzb4QJHH4I,0
@AOC Obama built those cages,0
@Ohmisssally @13_moths @UnburntWitch Says someone who should be in the kitchen,1
"@AllisonMorris1 I believe he should be left to rest in peace, notwithstanding not affording that decency to other people in the past.",0
"@KirstyStricklan @NicolaSturgeon I would pay to see that, literally, they could sell out the hydro for that one.",0
"And, I've been at work for 8 hours, if this bitch that is supposed to relieve me doesn't hurry their ass up.",1
@myouiIvrz literally.   . a fucking whore is what i am,1
@SecPompeo The criminal occupying regime of Iran is a dirty criminal regime,0
What a laughing stock the Nazi tRump ignoramus family is!  Ivanka is doing a fourth rate Evita Peron imitation!  Get this skank out of our world!,0
I hope a gay person or trans person with a terminal illness uses you John to leave a legacy. Target John like he targets others. Your a cunt . You know how gay ppl have been treated in this country in the past yet can’t see how we need to make amends. https://t.co/NxZHJgFPgy,0
This bitch is over here laughing. its 3 am go to bed lol,0
This bitch lying said in 3 months she ain’t fucked nobody🧐,0
